codigo,objeto,nome,data,agencia,referencia,pais,valor
103037,Research Consultancy,Overseas Development Institute,3-Jun-17,UNICEF,2017-502428,Multiple destinations,70583.2
102817,"Provision of Impact Assessment Survey Services in Benin, Bolivia, Brazil, Kenya and Senegal",365-AID,30-May-17,IFAD,IFAD/2017/006/RFP,Multiple destinations,500000
102817,"Provision of Impact Assessment Survey Services in Benin, Bolivia, Brazil, Kenya and Senegal",African School of Economics,30-May-17,IFAD,IFAD/2017/006/RFP,Multiple destinations,500000
102817,"Provision of Impact Assessment Survey Services in Benin, Bolivia, Brazil, Kenya and Senegal",CAPEL 5 BUSINESS SOLUTIONS LIMITED,30-May-17,IFAD,IFAD/2017/006/RFP,Multiple destinations,500000
102817,"Provision of Impact Assessment Survey Services in Benin, Bolivia, Brazil, Kenya and Senegal",FIRSTDATA  RESEARCH   CONSULTANTS   LIMITED,30-May-17,IFAD,IFAD/2017/006/RFP,Multiple destinations,500000
102817,"Provision of Impact Assessment Survey Services in Benin, Bolivia, Brazil, Kenya and Senegal",Geoeng Systems,30-May-17,IFAD,IFAD/2017/006/RFP,Multiple destinations,500000
102817,"Provision of Impact Assessment Survey Services in Benin, Bolivia, Brazil, Kenya and Senegal",GHMIGROUP INC,30-May-17,IFAD,IFAD/2017/006/RFP,Multiple destinations,500000
102817,"Provision of Impact Assessment Survey Services in Benin, Bolivia, Brazil, Kenya and Senegal",ICRAF,30-May-17,IFAD,IFAD/2017/006/RFP,Multiple destinations,500000
102817,"Provision of Impact Assessment Survey Services in Benin, Bolivia, Brazil, Kenya and Senegal",Instituto de Estudos do Trabalho e Sociedade - IETS,30-May-17,IFAD,IFAD/2017/006/RFP,Multiple destinations,500000
102817,"Provision of Impact Assessment Survey Services in Benin, Bolivia, Brazil, Kenya and Senegal",Kantar Belgium,30-May-17,IFAD,IFAD/2017/006/RFP,Multiple destinations,500000
102817,"Provision of Impact Assessment Survey Services in Benin, Bolivia, Brazil, Kenya and Senegal",Kimetrica,30-May-17,IFAD,IFAD/2017/006/RFP,Multiple destinations,500000
102817,"Provision of Impact Assessment Survey Services in Benin, Bolivia, Brazil, Kenya and Senegal",Plan Consultoria e Pesquisa em Cienciais Sociais Ltda EPP,30-May-17,IFAD,IFAD/2017/006/RFP,Multiple destinations,500000
103059,Developing an Operational Model & Results Framework for Education Cannot Wait,devartis,25-Apr-17,UNICEF,RFPS-USA-2016-502307,Multiple destinations,
103059,Developing an Operational Model & Results Framework for Education Cannot Wait,Quoin Inc,25-Apr-17,UNICEF,RFPS-USA-2016-502307,Multiple destinations,
103059,Developing an Operational Model & Results Framework for Education Cannot Wait,"Trigyn Technologies, Inc.",25-Apr-17,UNICEF,RFPS-USA-2016-502307,Multiple destinations,
103059,Developing an Operational Model & Results Framework for Education Cannot Wait,JOZIAN LTD,25-Apr-17,UNICEF,RFPS-USA-2016-502307,Multiple destinations,
103041,Cognitive Testing of revised ECDI (Re-advertisement),RTI International (United States of America),19-Apr-17,UNICEF,RFPS-NYH-2017-502366,Multiple destinations,99999
103046,Climate Change and Environment Mapping and GIS Services,Blue Raster LLC,26-Jan-17,UNICEF,502308,Multiple destinations,17520
149777,Multimedia Asset Production – WMO 75th Anniversary Communication,Rec Design LTDA,19-Aug-25,WMO,RFQ 2525-25,Switzerland,
149846,Multimedia Asset Production – WMO 75th Anniversary Communication,Rec Design LTDA,19-Aug-25,WMO,RFQ 2525-25,Switzerland,7762.56
137586,Provision of LTAs for Graphic Design Services,Rec Design Ltda - ME,11-Sep-23,IFAD,IFAD/2023/009/RFP,Italy,
136603,LOT 3: Secure Code Review Services (RFP for Information Security Framework Services - AFMS_SIAD/2021/731/RFP),GMV SOLUCIONES GLOBALES INTERNET SAU,20-Jul-23,WIPO,rfx_57,Switzerland,
136603,LOT 3: Secure Code Review Services (RFP for Information Security Framework Services - AFMS_SIAD/2021/731/RFP),UniSystems Information Technology Systems Commercial SA,20-Jul-23,WIPO,rfx_57,Switzerland,
136603,LOT 3: Secure Code Review Services (RFP for Information Security Framework Services - AFMS_SIAD/2021/731/RFP),KRYPTUS Seguranca da Informacao S.A.,20-Jul-23,WIPO,rfx_57,Switzerland,
133994,"GCPS_GCD/2022/914/RFQ “Matchmaking Consultant” - WIPO GREEN LAC Acceleration Project Phase 3, 2022-23 Brazil",Agrosuisse Serviços Técnicos e Agropecuários Ltda.,21-Dec-22,WIPO,rfx_209,Switzerland,
131428,LOT 3: Secure Code Review Services (RFP for Information Security Framework Services - AFMS_SIAD/2021/731/RFP),GMV SOLUCIONES GLOBALES INTERNET SAU,20-Jul-22,WIPO,rfx_57,Switzerland,
131428,LOT 3: Secure Code Review Services (RFP for Information Security Framework Services - AFMS_SIAD/2021/731/RFP),UniSystems Information Technology Systems Commercial SA,20-Jul-22,WIPO,rfx_57,Switzerland,
131428,LOT 3: Secure Code Review Services (RFP for Information Security Framework Services - AFMS_SIAD/2021/731/RFP),KRYPTUS Seguranca da Informacao S.A.,20-Jul-22,WIPO,rfx_57,Switzerland,
106364,LRPS-2018-9142726 Regional Face-to-Face Fundraising Services,APPCO BRASIL SERVICOS DE PROMOCAO DE VENDAS LTDA,5-Dec-18,UNICEF,LRPS-2018-9142726,Multiple destinations,
106364,LRPS-2018-9142726 Regional Face-to-Face Fundraising Services,21 Capital Management SAS,5-Dec-18,UNICEF,LRPS-2018-9142726,Multiple destinations,
106364,LRPS-2018-9142726 Regional Face-to-Face Fundraising Services,INNOVACION SOCIAL Y FUNDRAISING SPA,5-Dec-18,UNICEF,LRPS-2018-9142726,Multiple destinations,
106364,LRPS-2018-9142726 Regional Face-to-Face Fundraising Services,PROA CONSULTING PARA OSC S.A,5-Dec-18,UNICEF,LRPS-2018-9142726,Multiple destinations,
106364,LRPS-2018-9142726 Regional Face-to-Face Fundraising Services,International Fundraising Colombia SAS,5-Dec-18,UNICEF,LRPS-2018-9142726,Multiple destinations,
